wine,winery,vintage_year,vintage_rating,vintage_rating_count,price_availability,structure_acidity,structure_intensity,structure_sweetness,structure_tannin,region,grapes
Lalande de Pomerol,Château des Biscarrats,2019.0,3.7,113,19.97,3.0,4.0,1.0,3.0,lalande-de-pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Cuvée Prestige Rouge,Héraldique,2022.0,3.6,134,11.54,4.0,4.0,1.0,4.0,vin-de-pays-doc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Les Pénitents Pinot Noir (Vincent Geantet),Alphonse Mellot,2009.0,3.6,276,19.19,3.5,3.0,1.0,4.0,cotes-de-la-charite,Unknown
Merlot,Luc Pirlet,2023.0,3.6,108,6.85,4.0,4.0,1.0,4.0,vin-de-pays-doc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Émilion Grand Cru,Château Vieux Lescours,2022.0,4.0,1008,24.97,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Charmes-Chambertin Grand Cru (Cuvée Signature),Bouchard Aîné & Fils,2001.0,4.2,190,116.94,4.5,3.0,1.0,2.5,charmes-chambertin,"[(14, 'pinot-noir')]"
Bordeaux,Château Balestard,2010.0,3.9,81,17.92,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Le Petit Ducru de Ducru Beaucaillou Saint-Julien,Château Ducru-Beaucaillou,2022.0,4.1,28,41.95,4.5,4.0,1.0,4.5,saint-julien,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Côte-Rôtie La Landonne,Domaine Rostaing,2016.0,4.2,144,320.96,4.0,4.5,1.0,4.5,cote-rotie,"[(1, 'shiraz-syrah'), (20, 'viognier')]"
Labastide Dauzac Margaux,Château Dauzac,2001.0,4.2,38,50.0,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Côte-Rôtie La Landonne,Domaine Rostaing,1994.0,4.4,30,377.43,4.0,4.5,1.0,4.5,cote-rotie,"[(1, 'shiraz-syrah'), (20, 'viognier')]"
Cariñena,Domaine de Faverand,2022.0,4.4,36,32.0,3.5,4.0,1.0,3.5,cotes-du-ventoux,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
La Roque,Mas del Périé - Fabien Jouves,2020.0,3.8,179,18.75,3.0,4.0,1.0,3.5,cahors,"[(9, 'malbec')]"
Fleurie Domaine de la Presle,Mommessin,2023.0,3.6,1509,26.19,5.0,1.0,1.0,1.5,fleurie,"[(80, 'gamay')]"
Le Jaja de Jau Syrah,Château de Jau,2024.0,3.4,2288,8.75,4.0,4.0,1.0,4.0,languedoc-roussillon,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Marcelin Minervois La Livinière,Ligneres-Lathenay,2020.0,3.9,78,12.96,4.0,4.0,1.0,4.0,minervois-la-liviniere,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Seigneur de Maugiron Côte-Rôtie,Delas,2016.0,4.4,256,82.38,4.0,4.5,1.0,4.5,cote-rotie,"[(1, 'shiraz-syrah'), (20, 'viognier')]"
Vieilles Vignes Volnay,Seguin-Manuel,2020.0,4.0,76,58.71,4.0,2.5,1.0,2.0,volnay,"[(14, 'pinot-noir')]"
Javernieres Côte du Py Morgon,Jean-Marc Burgaud,2022.0,3.8,370,28.9,5.0,1.0,1.0,1.5,morgon,"[(80, 'gamay')]"
La Noue Sancerre Rouge,Claude Riffault,2021.0,4.1,48,43.15,4.5,2.5,1.0,2.5,sancerre,"[(3, 'cabernet-franc'), (14, 'pinot-noir'), (80, 'gamay'), (404, 'grolleau')]"
Morey-Saint-Denis 'Rue de Vergy',Pascal Marchand-Tawse,2017.0,4.3,30,101.92,4.5,3.0,1.0,2.5,morey-saint-denis,"[(14, 'pinot-noir')]"
Les Rives du Chateau Barreyre Bordeaux Supérieur,Chateau Barreyre,2020.0,3.8,237,17.4,4.0,4.0,1.0,4.0,bordeaux-superieur,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Alsace Rouge,Marcel Deiss,2019.0,3.8,154,28.01,4.0,2.0,1.0,2.0,alsace,"[(14, 'pinot-noir')]"
Le Tradition Châteauneuf-du-Pape,Clos du Caillou,2023.0,4.2,496,33.84,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Cornas Les Arènes,M. Chapoutier,2012.0,4.0,229,46.62,3.5,5.0,1.0,3.5,cornas,"[(1, 'shiraz-syrah')]"
Monthelie 1er Cru Les Duresses,Domaine Faiveley,2021.0,3.9,437,43.83,4.0,2.5,1.0,2.0,monthelie,"[(14, 'pinot-noir')]"
Illico Rouge,Domaine des Schistes,2023.0,3.6,318,9.5,4.0,4.0,1.0,4.0,cotes-catalanes,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Grande Reserve Côtes de Provence Rouge,Château de Saint Martin,2005.0,3.8,185,48.0,3.0,4.0,1.5,4.0,cotes-de-provence,"[(1, 'shiraz-syrah'), (2, 'cabernet-sauvignon'), (8, 'grenache-noir'), (22, 'mourvedre'), (41, 'carignane'), (583, 'tibouren'), (614, 'cinsaut')]"
Marsannay 'Montagne',Huguenot,2019.0,3.8,106,65.56,4.5,3.0,1.0,2.5,marsannay,"[(14, 'pinot-noir')]"
Premières Côtes de Bordeaux,Château Carignan,2019.0,3.7,1056,18.95,4.0,4.0,1.0,4.0,premieres-cotes-de-bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Très Vieilles Vignes Auxey-Duresses,Alain Gras,2020.0,4.1,61,36.0,4.0,2.5,1.0,2.0,auxey-duresses,"[(14, 'pinot-noir')]"
Bordeaux Supérieur,Château de Ribebon,2018.0,3.7,1210,18.42,4.0,4.0,1.0,4.0,bordeaux-superieur,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pauillac (Grand Cru Classé),Château Grand-Puy Ducasse,2006.0,4.0,568,60.5,4.5,4.5,1.0,5.0,pauillac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Lalande-de-Pomerol,Château Baron Clément,2019.0,4.1,69,20.0,3.0,4.0,1.0,3.0,lalande-de-pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Crozes-Ermitage Les Varonniers,M. Chapoutier,2001.0,4.2,2060,110.4,3.0,4.0,1.0,3.5,crozes-hermitage,"[(1, 'shiraz-syrah')]"
Pinot Noir Rouge des 2 Cerfs,Dopff au Moulin,2023.0,3.6,591,14.95,4.0,2.0,1.0,2.0,alsace,"[(14, 'pinot-noir')]"
Margaux,Château La Tour de Bessan,2018.0,4.1,358,20.42,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pessac-Léognan (Grand Cru Classé de Graves),Château de Fieuzal,1979.0,4.1,18290,78.0,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Château Tour Simard Saint-Émilion Grand Cru,Château Pavie Decesse,2017.0,3.7,405,162.98,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Émilion,Château Rocher-Figeac,2010.0,3.8,131,294.17,3.5,4.5,1.0,4.0,saint-emilion,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Sur le Clou Sancerre,Gérard Millet,2016.0,4.2,43,43.94,4.5,2.5,1.0,2.5,sancerre,"[(3, 'cabernet-franc'), (14, 'pinot-noir'), (80, 'gamay'), (404, 'grolleau')]"
Carmenet,Cosse Maisonneuve,2019.0,4.0,172,37.0,3.5,3.0,1.0,4.0,vin-de-pays-vignobles-de-france,Unknown
Zédé de Labégorce (Domaine Zédé),Château Labégorce,2000.0,4.2,30,40.0,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Haut-Médoc,Château Cambon La Pelouse,2006.0,3.8,412,64.45,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
NoVice,Clos des Mourres,2022.0,3.8,352,13.25,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Bordeaux,Château La Pierriere,2020.0,3.6,267,8.05,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Javernières Morgon,Louis Claude Desvignes,2023.0,3.9,1190,55.0,5.0,1.0,1.0,1.5,morgon,"[(80, 'gamay')]"
Domaine de Saint Pierre Cornas,Paul Jaboulet Aîné,2017.0,4.2,63,56.67,3.5,5.0,1.0,3.5,cornas,"[(1, 'shiraz-syrah')]"
Les Noirots Chambolle-Musigny 1er Cru 'Les Noirots',Domaine Arlaud,2006.0,4.2,179,112.42,4.5,3.0,1.0,2.5,chambolle-musigny-les-noirots,"[(14, 'pinot-noir')]"
Pomerol,Château Gombaude-Guillot,2010.0,4.3,404,60.0,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Bourgogne,Gérard Raphet,2020.0,3.6,327,22.0,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Vieilles Vignes Saumur-Champigny,Château de Villeneuve,2022.0,3.8,794,25.0,4.0,3.5,1.5,4.0,saumur-champigny,"[(3, 'cabernet-franc')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château Guadet,1962.0,4.3,3802,140.0,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Haut-Médoc,Château Peyrabon,2022.0,3.8,11427,13.3,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Côtes du Rhône,Château de Montfaucon,2023.0,3.8,2884,7.63,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Lulune Beaune,Emmanuel Giboulot,2012.0,4.0,166,36.91,4.0,2.5,1.0,2.0,beaune,"[(14, 'pinot-noir')]"
Saint-Émilion Grand Cru,Château Louis,2016.0,4.3,40,45.23,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pontificis Red Blend,Badet Clement,2021.0,4.0,142,9.55,4.0,4.0,1.0,4.0,vin-de-pays-doc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Nominaris Saint-Chinian,Mas de Cynanque,2018.0,4.2,236,28.9,4.0,4.0,1.0,4.0,saint-chinian,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Vosne-Romanée 1er Cru 'Les Chaumes',Domaine Nicole Lamarche (François Lamarche),2010.0,4.4,56,281.02,4.5,3.0,1.0,2.5,vosne-romanee-les-chaumes,"[(14, 'pinot-noir')]"
Nuits-Saint-Georges Rouge,Philippe Pacalet,2020.0,4.1,1560,179.26,4.5,3.0,1.0,2.5,nuits-saint-georges,"[(14, 'pinot-noir')]"
Vieilles Vignes Santenay,Bruno Colin,2023.0,4.0,522,73.97,4.0,2.5,1.0,2.0,santenay,"[(14, 'pinot-noir')]"
Côte-Rôtie La Mouline,E. Guigal,1979.0,4.6,5315,422.44,4.0,4.5,1.0,4.5,cote-rotie,"[(1, 'shiraz-syrah'), (20, 'viognier')]"
Elise,Moulin de Gassac,2021.0,3.9,90,10.0,4.0,4.0,1.0,4.0,pays-dherault,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Estèphe,Château Le Crock,2015.0,4.0,289,75.02,4.5,4.5,1.0,5.0,saint-estephe,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Savigny-lès-Beaune Premier Cru Les Peuillets,Château de Meursault,2020.0,4.2,31,37.0,4.0,2.5,1.0,2.0,savigny-les-beaune-premier-cru,"[(14, 'pinot-noir')]"
Saint-Émilion Grand Cru,Château Les Gravières,2020.0,4.1,88,26.22,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Romain Rouge,Alain Gras,2017.0,3.9,324,24.4,4.0,2.5,1.0,2.0,saint-romain,"[(14, 'pinot-noir')]"
Cornas,Auguste Clape,1985.0,4.3,5138,1002.15,3.5,5.0,1.0,3.5,cornas,"[(1, 'shiraz-syrah')]"
Saint-Julien (Grand Cru Classé),Château Lagrange,1997.0,4.1,222,56.88,4.5,4.0,1.0,4.5,saint-julien,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Haut-Médoc,Château Sénéjac,2021.0,3.7,76,29.35,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Graves Rouge,Château Petit Mouta,2021.0,3.5,106,23.53,4.5,4.5,1.0,5.0,graves,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Aubrespin Côtes-du-Rhône,Saint Laurent,2023.0,3.7,101,15.01,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
St. Auguste,Triennes,2019.0,3.9,145,23.85,3.0,3.0,1.5,3.0,var,Unknown
Les Moriers Fleurie,Jules Desjourneys,2012.0,4.1,31,118.87,5.0,1.0,1.0,1.5,fleurie,"[(80, 'gamay')]"
Poulsard,Domaine des Carlines,2020.0,3.9,26,39.34,4.5,3.0,1.5,3.0,ctes-du-jura,"[(14, 'pinot-noir'), (174, 'trousseau'), (1374, 'poulsard')]"
Pessac-Léognan,Château Larrivet Haut-Brion,2014.0,4.1,1088,53.16,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Corton-Bressandes Grand Cru,Domaine Follin-Arbelet,2018.0,4.2,310,151.75,4.0,2.5,1.0,2.0,corton-les-bressandes,"[(14, 'pinot-noir')]"
Arbre de Vie Saint Amour,Domaine des Chers,2022.0,4.0,52,19.9,5.0,1.0,1.0,1.5,saint-amour,"[(80, 'gamay')]"
Moulin aux Moines Monopole Vieilles Vignes Auxey-Duresses,Clos du Moulin Aux Moines,2000.0,4.0,891,25.21,4.0,2.5,1.0,2.0,auxey-duresses,"[(14, 'pinot-noir')]"
Bourgogne Pinot Noir Les Petites Pierres,Louis Jadot,2022.0,3.7,63,23.99,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Pauillac (Grand Cru Classé),Château Pédesclaux,2014.0,4.1,1399,52.84,4.5,4.5,1.0,5.0,pauillac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pomerol,Château Hosanna,2020.0,4.2,30,191.46,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Contradiction Pinot Meunier - Pinot Noir,Chai Amandine & Quentin,2020.0,4.0,86,20.82,4.5,2.5,1.0,2.5,orleans,"[(3, 'cabernet-franc'), (14, 'pinot-noir'), (80, 'gamay'), (404, 'grolleau')]"
Cuvée Châteauneuf-du-Pape,Bertrand Stehelin,2020.0,4.2,235,37.95,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Réserve Côtes-du-Rhône,Chateau de Fonsalette,2015.0,4.4,4937,434.05,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
La Torre,Gardiés,2022.0,4.0,571,41.0,4.0,4.0,1.0,4.0,cotes-du-roussillon-villages,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
La Chapelle de La Mission Haut-Brion Pessac-Léognan,Château La Mission Haut-Brion,2013.0,4.0,368,179.0,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
La Madone Fleurie,Domaine des Moriers,2022.0,4.1,36,54.14,5.0,1.0,1.0,1.5,fleurie,"[(80, 'gamay')]"
Fleurie,Jaffelin,2021.0,3.5,122,16.86,5.0,1.0,1.0,1.5,fleurie,"[(80, 'gamay')]"
Pomerol,Château Trotanoy,2009.0,4.5,276,395.0,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Valandraud,2024.0,4.4,8979,108.0,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Gevrey-Chambertin Premier Cru 'Poissenot',Domaine Humbert Frères,2022.0,4.4,925,153.61,4.5,3.0,1.0,2.5,gevrey-chambertin-poissenot,"[(14, 'pinot-noir')]"
Bonnes Mares Grand Cru,Pascal Lachaux,2006.0,4.0,63,290.24,4.5,3.0,1.0,2.5,bonnes-mares,"[(14, 'pinot-noir')]"
Grande Cuvée Corbiéres,Domaine de La Grange,2022.0,3.4,151,18.25,4.0,4.0,1.0,4.0,corbieres,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Le Petit Verdot de Malescasse Haut-Médoc,Château Malescasse,2010.0,4.5,27,40.24,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Angelus,2022.0,4.4,28,540.86,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Pourcain Rouge,Clos de Breuilly,2022.0,4.1,145,15.0,3.5,3.0,1.0,4.0,saint-pourcain,Unknown
Saint-Amour,L . Tramier & Fils,2018.0,3.4,40,34.55,5.0,1.0,1.0,1.5,saint-amour,"[(80, 'gamay')]"
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Canon,1990.0,4.4,199,175.0,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Charmes Santenay,Lucien Muzard & Fils,2023.0,4.1,70,33.0,4.0,2.5,1.0,2.0,santenay,"[(14, 'pinot-noir')]"
Volnay 1er Cru 'Clos de la Barre' Monopole,Louis Jadot,2019.0,4.3,35,95.23,4.0,2.5,1.0,2.0,volnay-clos-de-la-barre,"[(14, 'pinot-noir')]"
Pomerol,Château l'Eglise-Clinet,2000.0,4.5,132,451.18,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
H. de M. Corbières,Château Saint-Estève,2019.0,4.2,105,42.74,4.0,4.0,1.0,4.0,corbieres,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Roche Pierre Crozes-Hermitage,Domaine Belle,2022.0,4.1,367,54.95,3.0,4.0,1.0,3.5,crozes-hermitage,"[(1, 'shiraz-syrah')]"
Médoc,Château de Panigon,2021.0,3.7,3946,25.39,4.5,4.5,1.0,5.0,medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pomerol,Château La Cabanne,2018.0,4.2,198,46.9,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pomerol,Château Lagrange,1986.0,4.2,3992,214.13,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Nobilis Minervois,Château d'Oupia,2018.0,4.0,336,18.95,4.0,4.0,1.0,4.0,minervois,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Troplong Mondot,1985.0,4.2,183,101.0,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
lieu-dit du Château Mipont Mercurey,Domaine Juillot-Theulot,2019.0,3.9,26,24.5,4.0,2.0,1.0,2.0,mercurey,"[(14, 'pinot-noir')]"
Réserve du Pigeonnier,Château de Fosse-Sèche,2022.0,4.0,244,91.31,4.5,3.0,1.0,3.5,saumur,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (14, 'pinot-noir'), (80, 'gamay'), (404, 'grolleau'), (895, 'cot'), (1349, 'pineau-d-aunis')]"
Les Grandes Places Côte-Rôtie,Jean-Michel Gerin,2019.0,4.3,34,120.0,4.0,4.5,1.0,4.5,cote-rotie,"[(1, 'shiraz-syrah'), (20, 'viognier')]"
Puisseguin Saint-Émilion,Château le Chay,2016.0,4.0,164,14.36,3.5,4.5,1.0,4.0,puisseguin-saint-emilion,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pauillac (Grand Cru Classé),Château Clerc Milon,1986.0,4.4,334,108.33,4.5,4.5,1.0,5.0,pauillac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Côte-Rôtie Maison Rouge,Domaine Duclaux,2012.0,4.2,49,118.02,4.0,4.5,1.0,4.5,cote-rotie,"[(1, 'shiraz-syrah'), (20, 'viognier')]"
Trois Terres Vieilles Vignes,Jean Fournier,2020.0,3.9,373,59.9,4.5,3.0,1.0,2.5,marsannay,"[(14, 'pinot-noir')]"
Pessac-Léognan,Château Larrivet Haut-Brion,1995.0,4.3,52,96.57,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Émilion Grand Cru,Château Haut-Brisson,2016.0,4.1,826,150.0,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Bonnes Mares Grand Cru,Maison Henri Boillot,2018.0,4.5,123,495.0,4.5,3.0,1.0,2.5,bonnes-mares,"[(14, 'pinot-noir')]"
Saint-Julien (Grand Cru Classé),Château Langoa Barton,2006.0,4.1,715,93.67,4.5,4.0,1.0,4.5,saint-julien,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Le Dada de Rouillac Pessac-Léognan Rouge,Château de Rouillac,2019.0,3.9,70,31.15,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Bordeaux,Château Tour Saint George,1996.0,3.1,762,23.0,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Trotte Vieille,2005.0,4.3,274,101.76,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
