wine,winery,vintage_year,vintage_rating,vintage_rating_count,price_availability,structure_acidity,structure_intensity,structure_sweetness,structure_tannin,region,grapes
Le Divin Réserve Marselan,Jakob Gerhardt,2024.0,3.8,76,13.95,4.0,4.0,1.0,4.0,languedoc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Batacla Minervois,Château Pique-Perlou,2022.0,3.8,206,11.5,4.0,4.0,1.0,4.0,minervois,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Pomerol,Château Marzy,1966.0,4.1,4392,108.0,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pomerol,Clos l'Eglise,2011.0,4.2,175,129.32,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Vieilles Vignes Clos de Vougeot Grand Cru,Haegelen-Jayer,1990.0,4.4,223,929.34,4.5,3.0,1.0,2.5,clos-de-vougeot,"[(14, 'pinot-noir')]"
Vieilles Vignes Beaujolais-Villages Rouge,Château d'Emeringes,2023.0,3.6,590,13.39,5.0,1.0,1.0,1.5,beaujolais-villages,"[(80, 'gamay')]"
Nuits-St-Georges 1er Cru 'Aux Boudots',Jean-Jacques Confuron,2009.0,4.0,33,195.0,4.5,3.0,1.0,2.5,nuits-saint-georges-aux-boudots,"[(14, 'pinot-noir')]"
St. Nicolas de Bourgueil,Marie Dupin,2023.0,3.8,25,9.3,4.0,3.5,1.5,4.0,saint-nicolas-de-bourgueil,"[(3, 'cabernet-franc')]"
Cuvée Louis Belle Crozes-Hermitage,Domaine Belle,2020.0,4.1,110,20.41,3.0,4.0,1.0,3.5,crozes-hermitage,"[(1, 'shiraz-syrah')]"
Volnay Clos des Chênes Premier Cru,Domaine des Comtes Lafon,1996.0,4.3,277,229.55,4.0,2.5,1.0,2.0,volnay-premier-cru,"[(14, 'pinot-noir')]"
Fixin 1er Cru 'Les Hervelets',Jaffelin,2020.0,3.9,103,55.0,4.5,3.0,1.0,2.5,fixin-les-hervelets,"[(14, 'pinot-noir')]"
Romanée-Saint-Vivant Grand Cru,Domaine Poisot Père & Fils,2015.0,4.0,26,430.89,4.5,3.0,1.0,2.5,romanee-saint-vivant,"[(14, 'pinot-noir')]"
Cuvée Prestige Bonnes Mares Grand Cru,Pierre Naigeon,2009.0,4.4,249,841.65,4.5,3.0,1.0,2.5,bonnes-mares,"[(14, 'pinot-noir')]"
Pommard Premier Cru Clos Des Epenots,Château de Meursault,2015.0,4.4,139,273.89,4.0,2.5,1.0,2.0,pommard-premier-cru,"[(14, 'pinot-noir')]"
Saint-Estèphe,Château de Pez,1966.0,4.0,19138,185.0,4.5,4.5,1.0,5.0,saint-estephe,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Chassagne-Montrachet Premier Cru 'Boudriotte' Rouge,Jean-Claude Ramonet,2014.0,4.2,303,457.7,4.0,2.5,1.0,2.0,chassagne-montrachet-la-boudriotte,"[(14, 'pinot-noir')]"
l'Alba Côtes du Roussillon,Jean-Louis Tribouley,2022.0,3.7,265,17.2,4.0,4.0,1.0,4.0,cotes-du-roussillon,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Chambolle-Musigny 1er Cru 'Les Amoureuses',Jérôme Castagnier,2015.0,4.5,28,422.27,4.5,3.0,1.0,2.5,chambolle-musigny-les-amoureuses,"[(14, 'pinot-noir')]"
Pauillac,Château Haut de La Becade,2015.0,3.9,163,29.26,4.5,4.5,1.0,5.0,pauillac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Ermitage Les Greffieux,M. Chapoutier,2011.0,4.5,123,160.06,3.5,5.0,1.0,4.5,hermitage,"[(1, 'shiraz-syrah')]"
Haut-Médoc,Château Ramage La Batisse,1999.0,4.2,38,82.49,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Côtes-du-Rhône-Villages 'Plan de Dieu',Château Saint-Jean,2022.0,3.9,4596,15.95,3.5,4.0,1.0,3.5,cotes-du-rhone-villages-plan-de-dieu,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Prestige Mercurey Premier Cru,Domaine Jean Marechal,1998.0,3.9,160,38.0,4.0,2.0,1.0,2.0,mercurey-premier-cru,"[(14, 'pinot-noir')]"
Morey-Saint-Denis,Domaine Dujac,2020.0,4.3,182,232.37,4.5,3.0,1.0,2.5,morey-saint-denis,"[(14, 'pinot-noir')]"
Rouge,La Traversée,2016.0,4.1,71,27.0,4.0,4.0,1.0,4.0,terasses-du-larzac,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Beaune 1er Cru 'Les Sceaux',Domaine Rois Mages - Anne-Sophie Debavelaere,2022.0,3.9,472,36.0,4.0,2.5,1.0,2.0,beaune-les-sceaux,"[(14, 'pinot-noir')]"
Syrah - Grenache Terrasses du larzac,Famille Cros Pujol,2021.0,3.7,209,9.94,4.0,4.0,1.0,4.0,terasses-du-larzac,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Emilion Grand Cru,Château Queyron Pindefleurs,2012.0,4.1,212,36.01,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Minervois,Faîteau,2021.0,3.8,143,9.95,4.0,4.0,1.0,4.0,minervois,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Médoc,Château de Panigon,2018.0,3.9,278,13.33,4.5,4.5,1.0,5.0,medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Haut-Médoc,Château Beaumont,2006.0,3.7,283,22.37,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Vin Natural Cuvée Tradition,Maison Olivier,2023.0,3.4,3910,7.95,3.5,3.0,1.0,4.0,vin-de-pays-vignobles-de-france,Unknown
Chambertin Clos-de-Beze Grand Cru,Gérard Raphet,2021.0,4.4,272,306.0,4.5,3.0,1.0,2.5,chambertin-clos-de-beze,"[(14, 'pinot-noir')]"
Les Fourneaux Vieilles Vignes Santenay 1er Cru 'Clos Rousseau',Domaine Bachey-Legros,2023.0,4.2,218,47.0,4.0,2.5,1.0,2.0,santenay-clos-rousseau,"[(14, 'pinot-noir')]"
Les Hauts de Smith Pessac-Léognan,Château Smith Haut-Lafitte,2020.0,4.2,293,32.23,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Vintage Bordeaux,Château de Birot,2008.0,3.9,75,144.28,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Vieilles Vignes Chiroubles,Christine et Gilles Paris,2013.0,3.9,159,17.41,5.0,1.0,1.0,1.5,chiroubles,"[(80, 'gamay')]"
Les Baux-de-Provence Rouge,Château Romanin,2019.0,4.0,964,32.97,3.0,4.0,1.5,4.0,les-baux-de-provence,"[(1, 'shiraz-syrah'), (2, 'cabernet-sauvignon'), (8, 'grenache-noir'), (22, 'mourvedre'), (41, 'carignane'), (583, 'tibouren'), (614, 'cinsaut')]"
Beaune Premier Cru 'Les Epenottes',Pierre Girardin,2017.0,4.2,97,91.66,4.0,2.5,1.0,2.0,beaune-les-epenotes,"[(14, 'pinot-noir')]"
Raisins Gaulois,Domaine Marcel Lapierre,2018.0,3.8,1088,11.0,3.5,3.0,1.0,4.0,vin-de-pays-vignobles-de-france,Unknown
Bourgogne Hautes-Côtes de Beaune,Emmanuel Rouget,2018.0,3.9,86,65.53,4.0,2.5,1.0,2.0,hautes-cotes-de-beaune,"[(14, 'pinot-noir')]"
Les Restanques de Pibarnon,Château de Pibarnon,2019.0,4.0,35,37.52,3.0,4.0,1.5,4.0,bandol,"[(1, 'shiraz-syrah'), (2, 'cabernet-sauvignon'), (8, 'grenache-noir'), (22, 'mourvedre'), (41, 'carignane'), (583, 'tibouren'), (614, 'cinsaut')]"
Haut-Médoc,Domaine de Cartujac,2016.0,3.6,73,33.0,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
L'Infidele Terrasses du Larzac,Mas Cal Demoura,2021.0,4.0,1132,28.0,4.0,4.0,1.0,4.0,languedoc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Pommard Les Combes,Agnès Paquet,2022.0,4.0,217,58.85,4.0,2.5,1.0,2.0,pommard,"[(14, 'pinot-noir')]"
Pauillac (Grand Cru Classé),Château Grand-Puy Ducasse,2011.0,3.9,798,83.33,4.5,4.5,1.0,5.0,pauillac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Les Fontenys Gevrey-Chambertin 1er Cru,Domaine Joseph Roty,2020.0,4.2,789,98.91,4.5,3.0,1.0,2.5,gevrey-chambertin-fonteny,"[(14, 'pinot-noir')]"
Marquis de Calon Saint-Estèphe,Château Calon-Ségur,1996.0,3.9,14410,96.57,4.5,4.5,1.0,5.0,saint-estephe,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Sancerre Pente de Maimbray Rouge,Domaine de St Romble,2021.0,3.8,49,22.05,4.5,2.5,1.0,2.5,sancerre,"[(3, 'cabernet-franc'), (14, 'pinot-noir'), (80, 'gamay'), (404, 'grolleau')]"
Vosne-Romanée,Gilbert et Christine Felettig,2022.0,4.1,418,123.06,4.5,3.0,1.0,2.5,vosne-romanee,"[(14, 'pinot-noir')]"
Saint-Julien (Grand Cru Classé),Château Léoville Poyferré,1993.0,4.2,160,92.0,4.5,4.0,1.0,4.5,saint-julien,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Chapelle-Chambertin Grand Cru,Philippe Livera (Domaine des Tilleuls),2018.0,4.2,270,261.32,4.5,3.0,1.0,2.5,chapelle-chambertin,"[(14, 'pinot-noir')]"
Jardin des Charmes Cabernet Sauvignon,Alma Cersius,2024.0,2.9,75,5.6,4.0,4.0,1.0,4.0,coteaux-de-beziers,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Chambolle-Musigny Premier Cru Les Amoureuses,Lucien le Moine,2021.0,4.4,395,491.01,4.5,3.0,1.0,2.5,chambolle-musigny-premier-cru,"[(14, 'pinot-noir')]"
Les Fontenys Gevrey-Chambertin 1er Cru,Domaine Joseph Roty,2015.0,4.3,55,163.85,4.5,3.0,1.0,2.5,gevrey-chambertin-fonteny,"[(14, 'pinot-noir')]"
Pauillac,Château Haut-Bages Averous,2001.0,4.1,79,46.11,4.5,4.5,1.0,5.0,pauillac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Grands Échezeaux Grand Cru,Domaine Gros Frère et Soeur,2004.0,4.4,804,420.0,4.5,3.0,1.0,2.5,grands-echezeaux,"[(14, 'pinot-noir')]"
Médoc,Château Loudenne,2013.0,3.5,243,57.66,4.5,4.5,1.0,5.0,medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Echezeaux Grand Cru,Domaine Jacques Prieur,2018.0,4.5,389,895.0,4.5,3.0,1.0,2.5,echezeaux,"[(14, 'pinot-noir')]"
Bordeaux Merlot - Cabernet Sauvignon,Barton & Guestier,2021.0,3.7,944,23.69,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Vosne-Romanée Les Hauts Beaumonts,Pierre Girardin,2022.0,4.2,169,149.95,4.5,3.0,1.0,2.5,vosne-romanee,"[(14, 'pinot-noir')]"
Bourgogne,Domaine Perrot-Minot,2018.0,3.9,405,64.39,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Corton-Renardes Grand Cru,Bouchard Père & Fils,2014.0,4.2,33,137.92,4.0,2.5,1.0,2.0,corton,"[(14, 'pinot-noir')]"
Cheverny Rouge,Benoit Daridan,2021.0,3.8,75,18.53,4.5,3.0,1.0,3.5,cheverny,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (14, 'pinot-noir'), (80, 'gamay'), (404, 'grolleau'), (895, 'cot'), (1349, 'pineau-d-aunis')]"
Listrac-Médoc,Château Saransot-Dupré,2020.0,3.8,2627,28.0,4.0,4.0,1.0,4.5,listrac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Joseph 'Malleval',Christophe Semaska,2022.0,3.7,161,37.6,3.5,4.5,1.0,3.5,saint-joseph,"[(1, 'shiraz-syrah')]"
Pomerol,Château Certan de May,2001.0,4.3,87,134.28,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Expression Cahors,Château Lamartine,2018.0,4.2,39,27.0,3.0,4.0,1.0,3.5,cahors,"[(9, 'malbec')]"
Corbières Rouge,Château Vieux Moulin,2022.0,3.6,786,16.5,4.0,4.0,1.0,4.0,corbieres,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Estèphe,Château Clauzet,2021.0,3.9,5836,24.75,4.5,4.5,1.0,5.0,saint-estephe,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Côtes-du-Rhône Rouge,E. Guigal,2023.0,3.5,78,11.27,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Puisseguin-Saint-Émilion,Château la Diligente,2011.0,3.7,406,12.65,3.5,4.5,1.0,4.0,puisseguin-saint-emilion,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Fronsac,Château de la Rivière,2020.0,4.0,132,17.7,3.0,4.0,1.0,3.0,fronsac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Château Fontaine de l'Aubier Médoc,Laithwaites,2016.0,3.6,62,40.96,4.5,4.5,1.0,5.0,medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château Yon-Figeac,2000.0,4.2,427,37.1,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Estèphe (Grand Cru Classé),Château Montrose,2009.0,4.5,1329,319.0,4.5,4.5,1.0,5.0,saint-estephe,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Morgon Cinq Terres,Vieux Bourg,2020.0,3.8,78,20.26,5.0,1.0,1.0,1.5,morgon,"[(80, 'gamay')]"
Clos Prieur Gevrey-Chambertin,Domaine Marc Roy,2018.0,4.4,114,149.0,4.5,3.0,1.0,2.5,gevrey-chambertin,"[(14, 'pinot-noir')]"
Haut-Médoc,Château du Raux,2019.0,3.9,219,17.5,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Franc de Pied Saumur-Champigny,Domaine des Roches Neuves,2017.0,4.0,147,46.35,4.0,3.5,1.5,4.0,saumur-champigny,"[(3, 'cabernet-franc')]"
Crozes-Hermitage,Domaine Philippe et Vincent Jaboulet,2021.0,3.8,41,26.55,3.0,4.0,1.0,3.5,crozes-hermitage,"[(1, 'shiraz-syrah')]"
Corton Clos du Roi Grand Cru,Buisson-Charles,2017.0,4.4,53,130.72,4.0,2.5,1.0,2.0,corton-clos-du-roi,"[(14, 'pinot-noir')]"
Crozes-Hermitage,M. Chapoutier,2015.0,3.6,245,57.81,3.0,4.0,1.0,3.5,crozes-hermitage,"[(1, 'shiraz-syrah')]"
Vieilles Vignes Chassagne-Montrachet,Marc Colin,2005.0,4.1,665,58.91,4.0,2.5,1.0,2.0,chassagne-montrachet,"[(14, 'pinot-noir')]"
Saint-Julien (Grand Cru Classé),Château Gruaud Larose,1983.0,4.3,382,115.0,4.5,4.0,1.0,4.5,saint-julien,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Coteaux Bourguignons,Domaine du Guelet,2020.0,3.5,41,11.9,4.0,2.5,1.0,2.0,coteaux-bourguignons,"[(14, 'pinot-noir')]"
Brut (Es) Lalande-de-Pomerol,Marius Bielle,2020.0,4.0,174,24.95,3.0,4.0,1.0,3.0,lalande-de-pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Lalande-de-Pomerol,Château Perron,2022.0,3.9,5089,20.95,3.0,4.0,1.0,3.0,lalande-de-pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Beaune 1er Cru 'Les Tuvilains',Domaine Isabelle & Philippe Germain,2018.0,4.1,133,65.47,4.0,2.5,1.0,2.0,beaune-les-tuvilains,"[(14, 'pinot-noir')]"
Pauillac,Château La Fleur Haut Carras,2014.0,4.1,239,57.61,4.5,4.5,1.0,5.0,pauillac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Ventoux,Domaine de Fondrèche,2024.0,3.8,4161,14.3,3.5,4.0,1.0,3.5,cotes-du-ventoux,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Cuvée Reserve Pinot Noir Bourgogne,Maison Roche de Bellene,2021.0,3.9,275,29.79,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Tire Bouchon,Domaine d'Ouréa,2022.0,3.8,78,21.13,3.5,3.0,1.0,4.0,vin-de-pays-vignobles-de-france,Unknown
Chambolle-Musigny Vieilles Vignes,Henri & Philippe Jouan,2014.0,4.2,178,75.0,4.5,3.0,1.0,2.5,chambolle-musigny,"[(14, 'pinot-noir')]"
Croix de Certan Pomerol,Château Certan de May,2020.0,4.1,61,65.69,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
l'Origine,Villa Symposia,2018.0,3.9,316,41.89,4.0,4.0,1.0,4.0,languedoc-roussillon,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Vignobles de la Serrière Châteauneuf-du-Pape,Château Beauchene,2016.0,4.1,105,39.91,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Pomerol,Château La Violette,1993.0,4.3,1255,60.0,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Alchimie Châteauneuf-du-Pape Rouge,Domaine des 3 Cellier,2022.0,3.9,1079,29.5,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Bordeaux,Château Julian,1973.0,3.6,413,246.07,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Les Collégiales Vacqueyras,Vignerons Proprietes Associes,2020.0,3.8,33,17.5,3.5,4.0,1.0,3.5,vacqueyras,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
French Malbec du Clos Cahors is not Dead,Jean-Luc Baldès,2021.0,3.8,768,10.63,3.0,4.0,1.0,3.5,cahors,"[(9, 'malbec')]"
Gevrey-Chambertin,Dujac Fils et Père,2022.0,4.1,1144,157.37,4.5,3.0,1.0,2.5,gevrey-chambertin,"[(14, 'pinot-noir')]"
Pommard 1er Cru 'Les Grands Epenots',Rebourgeon-Mure,2022.0,4.1,236,98.88,4.0,2.5,1.0,2.0,les-grands-epenots,"[(14, 'pinot-noir')]"
Gevrey-Chambertin 1er Cru,Domaine Denis Mortet,2012.0,4.3,135,234.59,4.5,3.0,1.0,2.5,gevrey-chambertin-premier-cru,"[(14, 'pinot-noir')]"
Charmes-Chambertin Grand Cru,Olivier Jouan,2021.0,4.3,228,150.0,4.5,3.0,1.0,2.5,charmes-chambertin,"[(14, 'pinot-noir')]"
Beaune 1er Cru 'Les Cent-Vignes',Albert Morot,2016.0,4.1,34,155.45,4.0,2.5,1.0,2.0,beaune-les-cent-vignes,"[(14, 'pinot-noir')]"
Clos Albertus Saint-Georges-Saint-Émilion,Château Corbin,2014.0,3.8,64,13.29,3.5,4.5,1.0,4.0,saint-georges-saint-emilion,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pomerol,Château La Violette,2011.0,4.1,41,334.89,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Santenay 'Clos de la Confrérie',Château de la Crée,2018.0,4.2,45,69.95,4.0,2.5,1.0,2.0,santenay,"[(14, 'pinot-noir')]"
Divine Justine Bourgueil,Maison de Sade,2018.0,3.8,37,26.07,4.0,3.5,1.5,4.0,touraine,"[(3, 'cabernet-franc')]"
Corton Les Grèves Grand Cru,Domaine des Croix,2017.0,4.4,48,127.73,4.0,2.5,1.0,2.0,corton-les-greves,"[(14, 'pinot-noir')]"
La Fourvieille  Puisseguin-Saint-Émilion,Château Guibot,2009.0,3.9,59,17.92,3.5,4.5,1.0,4.0,puisseguin-saint-emilion,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Vieilles Vignes Gevrey-Chambertin Les Evocelles,Dugat-Py,2009.0,4.3,58,151.89,4.5,3.0,1.0,2.5,gevrey-chambertin,"[(14, 'pinot-noir')]"
Bonnes-Mares Grand Cru,La Pousse d'Or,2021.0,4.4,116,449.1,4.5,3.0,1.0,2.5,bonnes-mares,"[(14, 'pinot-noir')]"
L'Impertinent de Rocheville Plants à Trois,Domaine de Rocheville,2023.0,3.8,34,9.5,3.5,3.0,1.0,4.0,vin-de-pays-vignobles-de-france,Unknown
M.Rolland Bordeaux,Raymond Huet,1997.0,3.5,3056,295.0,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Bourgogne Passetoutgrain,Domaine Thierry Mortet,2018.0,3.5,142,18.2,4.0,2.5,1.0,2.0,bourgogne-passe-tout-grains,"[(14, 'pinot-noir')]"
Cuvée Tradition Blaye - Côtes de Bordeaux Rouge,Château Les Bertrands,2020.0,3.6,342,16.74,4.0,4.0,1.0,4.0,blaye-cotes-de-bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Émilion Grand Cru,Château Cros Figeac,1970.0,3.8,132,80.0,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Beaune 1er Cru Les Grèves,Nicolas Potel,2024.0,3.8,166,7.44,4.0,2.5,1.0,2.0,beaune-premier-cru,"[(14, 'pinot-noir')]"
Lussac-Saint-Émilion,Château Les Combes,2012.0,3.7,83,42.45,3.5,4.5,1.0,4.0,lussac-st-emilion,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Syrah Cornas Les Ruchets,Jean-Luc Colombo,1991.0,4.2,2025,136.39,3.5,5.0,1.0,3.5,cornas,"[(1, 'shiraz-syrah')]"
Cuvée Fagon Nuits-Saint-Georges 1er Cru 'Les Didiers',Hospices de Nuits,1999.0,4.3,144,135.69,4.5,3.0,1.0,2.5,nuits-saint-georges-les-didiers,"[(14, 'pinot-noir')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château Pavie Decesse,2016.0,4.3,57,272.31,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Le Clos Saint-Joseph,M. Chapoutier,2020.0,4.3,288,133.34,3.5,4.5,1.0,3.5,saint-joseph,"[(1, 'shiraz-syrah')]"
Estibals Minervois,L'Ostal Cazes,2019.0,3.8,474,11.0,4.0,4.0,1.0,4.0,minervois,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
