wine,winery,vintage_year,vintage_rating,vintage_rating_count,price_availability,structure_acidity,structure_intensity,structure_sweetness,structure_tannin,region,grapes
Chambolle-Musigny Vieilles Vignes,Frédéric Magnien,2018,4.1,132,168.48,4.5,3.0,1.0,2.5,chambolle-musigny,"[(14, 'pinot-noir')]"
Charmes-Chambertin Grand Cru,Domaine Armand Rousseau,2019,4.6,63,720.0,4.5,3.0,1.0,2.5,charmes-chambertin,"[(14, 'pinot-noir')]"
Pomerol,Château La Fleur-Pétrus,2023,4.5,15092,165.0,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pommard 1er Cru 'Chanlins',Domaine Nicolas Rossignol,2015,4.0,49,100.46,4.0,2.5,1.0,2.0,les-chanlins-bas,"[(14, 'pinot-noir')]"
Le Different de Chateau de Ferrand Saint Emilion Grand Cru,Château de Ferrand,2018,4.0,65,27.5,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Famille Dutraive Fleurie La Tonne,Domaine de la Grand'Cour - Jean Louis Dutraive,2021,3.9,331,19.97,5.0,1.0,1.0,1.5,fleurie,"[(80, 'gamay')]"
Pinot Noir,Pierre Henri Ginglinger,2024,3.8,197,15.0,4.0,2.0,1.0,2.0,alsace,"[(14, 'pinot-noir')]"
Chambolle-Musigny Premier Cru,Domaine Comte Georges de Vogüé,2018,4.4,37,394.99,4.5,3.0,1.0,2.5,chambolle-musigny-premier-cru,"[(14, 'pinot-noir')]"
Médoc,Château Lousteauneuf,2019,3.6,28,14.9,4.5,4.5,1.0,5.0,medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
La Berlue,Potron Minet,2016,3.5,32,22.51,3.5,3.0,1.0,4.0,vin-de-pays-vignobles-de-france,Unknown
Les 2 Monardes Vacqueyras,La Monardiere,2012,3.8,164,36.0,3.5,4.0,1.0,3.5,vacqueyras,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Grande Réserve Rouge,Beaurempart,2023,4.0,218,9.8,4.0,4.0,1.0,4.0,vin-de-pays-doc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Les Volcans Pézenas Rouge,La Tour Penedesses,2020,4.1,33,14.5,4.0,4.0,1.0,4.0,pezenas,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château Cadet-Bon,2014,4.1,131,48.65,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
La Charpentrie Saumur Rouge,Domaine du Collier,2017,4.2,38,136.11,4.0,3.5,1.5,4.0,saumur,"[(3, 'cabernet-franc')]"
Nuits-Saint-Georges Vieilles Vignes,Domaine Daniel Rion & Fils,2018,4.1,116,47.98,4.5,3.0,1.0,2.5,nuits-saint-georges,"[(14, 'pinot-noir')]"
The Wine Society's Generation Series Vinsobres,The Wine Society,2021,3.8,94,11.49,3.5,4.0,1.0,3.5,vinsobres,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Les Baux-de-Provence Rouge,Château Romanin,2018,4.1,58,22.5,3.0,4.0,1.5,4.0,les-baux-de-provence,"[(1, 'shiraz-syrah'), (2, 'cabernet-sauvignon'), (8, 'grenache-noir'), (22, 'mourvedre'), (41, 'carignane'), (583, 'tibouren'), (614, 'cinsaut')]"
Haut-Médoc (3éme Grand Cru Classé en 1855),Château La Lagune,2013,3.9,279,69.72,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Vieille Vigne Gevrey-Chambertin,Domaine Fourrier,2011,4.2,302,275.0,4.5,3.0,1.0,2.5,gevrey-chambertin,"[(14, 'pinot-noir')]"
La Tâche Grand Cru,Domaine de La Romanée-Conti,2003,4.7,226,7382.02,4.5,3.0,1.0,2.5,la-tache,"[(14, 'pinot-noir')]"
La Goujonne Vieilles Vignes Chassagne-Montrachet,Hubert Lamy,2008,4.0,32,191.72,4.0,2.5,1.0,2.0,chassagne-montrachet,"[(14, 'pinot-noir')]"
Vieilles Vignes  Chassagne-Montrachet,Bruno Colin,2017,4.2,85,62.62,4.0,2.5,1.0,2.0,chassagne-montrachet,"[(14, 'pinot-noir')]"
Pomerol,Château Guillot Clauzel,2020,4.2,701,123.65,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Estèphe (Grand Cru Classé),Château Lafon-Rochet,2016,4.1,1245,80.27,4.5,4.5,1.0,5.0,saint-estephe,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Haut-Médoc,Château Larrivaux,2011,3.6,262,13.0,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Gevrey-Chambertin 1er Cru 'Craipillot',Domaine Confuron-Cotetidot,2019,4.2,203,105.2,4.5,3.0,1.0,2.5,gevrey-chambertin-craipillot,"[(14, 'pinot-noir')]"
Kalliste,Domaine U Stiliccionu,2018,4.2,88,33.0,3.0,3.0,1.5,4.0,ajaccio,Unknown
Haut-Médoc,Château Maucamps,2012,4.1,142,25.68,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Ventoux,Chapelle-St-Arnoux,2020,3.4,87,7.0,3.5,4.0,1.0,3.5,cotes-du-ventoux,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Mercurey 'Champ Roin',Domaine Belleville,2021,4.2,34,34.5,4.0,2.0,1.0,2.0,mercurey,"[(14, 'pinot-noir')]"
Pomerol,Château Beauregard,2019,4.2,243,60.83,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Brouilly Pisse-Vieille,Bertrand,2022,3.8,215,19.0,5.0,1.0,1.0,1.5,brouilly,"[(80, 'gamay')]"
Chambolle-Musigny Premier Cru 'Les Sentiers',Philippe Pacalet,2022,4.3,76,343.95,4.5,3.0,1.0,2.5,chambolle-musigny-les-sentiers,"[(14, 'pinot-noir')]"
Galets Blonds Châteauneuf-du-Pape,Patrick Lesec,2005,3.9,607,57.7,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
L'Intégrale,Domaine des Pothiers,2020,3.9,153,47.98,3.5,3.0,1.0,4.0,cote-roannaise,Unknown
Saint-Georges-Saint-Émilion,Château St. Georges,1976,4.2,7254,78.0,3.5,4.5,1.0,4.0,saint-georges-saint-emilion,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Lussac-Saint-Émilion,Château La Croix de Grézard,2013,3.8,70,126.97,3.5,4.5,1.0,4.0,lussac-st-emilion,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Le Carillon d’Angélus Saint-Émilion Grand Cru,Château Angelus,2018,4.3,237,204.77,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Demoiselles de Bergeron Haut-Médoc,Château Lamothe-Bergeron,2018,3.8,604,22.69,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Figeac,2020,4.5,133,348.47,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pinot Noir F,Florian Beck-Hartweg,2020,3.7,220,34.84,4.0,2.0,1.0,2.0,alsace,"[(14, 'pinot-noir')]"
Corton Grand Cru,Bonneau du Martray,2007,4.2,515,250.0,4.0,2.5,1.0,2.0,corton,"[(14, 'pinot-noir')]"
Côtes de Castillon,Clos Les Lunelles,2019,3.9,1995,28.44,4.0,4.0,1.0,4.0,cotes-de-castillon,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Richebourg Grand Cru,Charles Viénot,1964,4.4,48,575.0,4.5,3.0,1.0,2.5,richebourg,"[(14, 'pinot-noir')]"
Châteauneuf-du-Pape,Cellier des Princes,2021,3.9,665,23.5,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Peyre Blanche Cairanne,Famille Perrin,2021,3.7,153,18.85,3.5,4.0,1.0,3.5,cotes-du-rhone-villages-cairanne,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Cuvée Prestige Saint-Émilion,Château Jupille Carillon,2011,3.8,204,30.76,3.5,4.5,1.0,4.0,saint-emilion,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Chambolle-Musigny,Bouchard Père & Fils,2019,4.1,59,61.26,4.5,3.0,1.0,2.5,chambolle-musigny,"[(14, 'pinot-noir')]"
Montagne-Saint-Émilion,Château La Fleur,2011,3.5,43,37.45,3.5,4.5,1.0,4.0,montagne-saint-emilion,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Cuvée Spéciale L'Âme Soeur,Château Haut Mongeat,2017,4.0,27,17.0,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Chassagne-Montrachet Rouge,Maison Leroy,1990,4.3,43,582.44,4.0,2.5,1.0,2.0,chassagne-montrachet,"[(14, 'pinot-noir')]"
Ronan by Clinet Bordeaux,Château Clinet,2010,3.5,907,92.34,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Chambolle-Musigny Cuvée des Cigales,Domaine Ponsot,2013,4.1,50,122.88,4.5,3.0,1.0,2.5,chambolle-musigny,"[(14, 'pinot-noir')]"
Corton Grand Cru,Maison Champy,2019,4.3,211,200.88,4.0,2.5,1.0,2.0,corton,"[(14, 'pinot-noir')]"
Saint-Joseph 'Les Côtes',Alain Voge,2018,4.2,61,28.28,3.5,4.5,1.0,3.5,saint-joseph,"[(1, 'shiraz-syrah')]"
Médoc,Château la Pirouette,2021,3.8,42,10.59,4.5,4.5,1.0,5.0,medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Bourgogne Hautes Côtes de Nuits 'La Poirelotte',Laurent Roumier,2022,3.8,1000,86.31,4.0,2.5,1.0,2.0,bourgogne-hautes-cotes-de-nuits,"[(14, 'pinot-noir')]"
Servoisine Givry 1er Cru Rouge,Joblot,2020,4.3,75,50.79,4.0,2.0,1.0,2.0,givry-servoisine,"[(14, 'pinot-noir')]"
Chambolle-Musigny Premier Cru 'Les Charmes',François Bertheau,2023,4.3,594,133.77,4.5,3.0,1.0,2.5,chambolle-musigny-les-charmes,"[(14, 'pinot-noir')]"
Les Barreaux Vosne-Romanée,Domaine du Couvent,2017,4.3,88,58.91,4.5,3.0,1.0,2.5,vosne-romanee,"[(14, 'pinot-noir')]"
Saint-Julien (Grand Cru Classé),Château Saint-Pierre,1973,4.1,10840,86.51,4.5,4.0,1.0,4.5,saint-julien,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Odyssée,Pierre Graffeuille et Matthieu Dumarcher,2017,4.0,172,29.17,3.5,3.0,1.0,4.0,vin-de-pays-vignobles-de-france,Unknown
Le Cèdre,Château du Cèdre,2016,4.1,291,24.5,3.0,4.0,1.0,3.5,cahors,"[(9, 'malbec')]"
Chorey-lès-Beaune 'Tue-Boeuf' Rouge,Domaine Françoise André,2022,4.0,571,38.73,4.0,2.5,1.0,2.0,chorey-les-beaune,"[(14, 'pinot-noir')]"
Terroirs d'Altitude Saint-Chinian,Chateau de Ciffre,2023,3.8,1595,14.75,4.0,4.0,1.0,4.0,saint-chinian,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Le Gamaret,Château de Durette,2021,3.6,79,1190.0,5.0,1.0,1.0,1.5,beaujolais,"[(80, 'gamay')]"
Bourgogne Pinot Noir,Sextant - Julien Altaber,2022,3.9,851,27.5,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Cuvée Rouge,Bouchard Aîné & Fils,2023,3.4,1673,11.2,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Prima,Château Carignan,2023,4.0,2564,26.9,4.0,4.0,1.0,4.0,cadillac-cotes-de-bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Le Clos Côte de Brouilly,Château Thivin,2022,4.0,36,24.0,5.0,1.0,1.0,1.5,cote-de-brouilly,"[(80, 'gamay')]"
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Pavie Macquin,2014,4.2,710,93.67,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Savigny-Lès-Beaune Red,Bouchard Aîné & Fils,2018,3.8,225,25.0,4.0,2.5,1.0,2.0,savigny-les-beaune,"[(14, 'pinot-noir')]"
Nostre Païs Rouge,Domaine Gassier,2018,3.9,394,19.3,3.5,4.0,1.0,3.5,costieres-de-nimes,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Côte de Brouilly,Château Thivin,2023,3.9,3003,19.8,5.0,1.0,1.0,1.5,cote-de-brouilly,"[(80, 'gamay')]"
Gevrey-Chambertin 1er Cru 'Estournelles St Jacques',Henri Magnien,2016,4.1,153,92.75,4.5,3.0,1.0,2.5,gevrey-chambertin-estournelles-st-jacques,"[(14, 'pinot-noir')]"
Pomerol,Clos du Clocher,2017,4.2,147,65.0,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Bourgogne Couvent des Jacobins,Louis Jadot,2014,3.6,4286,19.49,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Haut-Médoc (3éme Grand Cru Classé en 1855),Château La Lagune,2017,4.1,544,60.39,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pessac-Léognan Rouge,Château d'Alix,2015,4.0,129,49.99,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Gevrey-Chambertin 1er Cru 'Craipillot',Gérard Seguin,2014,3.9,64,77.65,4.5,3.0,1.0,2.5,gevrey-chambertin-craipillot,"[(14, 'pinot-noir')]"
Auxey-Duresses,Domaine Coche-Dury,2022,4.3,730,135.0,4.0,2.5,1.0,2.0,auxey-duresses,"[(14, 'pinot-noir')]"
Classe,Mas Coutelou,2022,3.8,1449,29.23,3.5,3.0,1.0,4.0,vin-de-pays-vignobles-de-france,Unknown
Gourmandise,Julien Peyras,2023,4.0,855,17.8,4.0,4.0,1.0,4.0,languedoc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Vieilles Vignes Morgon,Daniel Bouland,2019,3.9,427,27.0,5.0,1.0,1.0,1.5,morgon,"[(80, 'gamay')]"
St. Auguste,Triennes,2017,3.9,190,12.5,3.0,3.0,1.5,3.0,var,Unknown
Le Pur Fruit du Causse Cahors,Château Combel La Serre,2018,3.8,1184,17.26,3.0,4.0,1.0,3.5,cahors,"[(9, 'malbec')]"
Le Clos Saint-Joseph,M. Chapoutier,2017,4.3,288,185.8,3.5,4.5,1.0,3.5,saint-joseph,"[(1, 'shiraz-syrah')]"
Saint-Joseph 'Les Côtes',Alain Voge,2022,4.0,415,50.79,3.5,4.5,1.0,3.5,saint-joseph,"[(1, 'shiraz-syrah')]"
Pommard-Épenots Premier Cru  'Clos de Citeaux',Domaine Jean Monnier & Fils,2021,3.9,41,94.9,4.0,2.5,1.0,2.0,pommard-premier-cru,"[(14, 'pinot-noir')]"
Bourgogne Pinot Noir,Domaine Coche-Dury,2017,4.4,80,185.0,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Vosne-Romanée 1er Cru 'Aux Reignots',Domaine Arnoux-Lachaux,2008,4.3,145,650.0,4.5,3.0,1.0,2.5,vosne-romanee-aux-raignots,"[(14, 'pinot-noir')]"
Les Graves de Paul Cahors,Château Vincens,2005,4.1,506,40.34,3.0,4.0,1.0,3.5,cahors,"[(9, 'malbec')]"
Les Dernières Terres,Domaine les Davids,2021,4.0,310,16.3,3.0,3.0,1.5,3.0,vaucluse,Unknown
Vieilles Vignes Les Échezeaux Chambolle-Musigny,Domaine Armelle et Bernard Rion,2021,4.1,619,64.0,4.5,3.0,1.0,2.5,chambolle-musigny,"[(14, 'pinot-noir')]"
Pessac-Léognan,Château les Carmes Haut-Brion,2024,4.2,7662,84.48,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Chambolle-Musigny,Domaine Decelle,2020,4.1,70,83.68,4.5,3.0,1.0,2.5,chambolle-musigny,"[(14, 'pinot-noir')]"
Nuits-Saint-Georges 'Les Poisets',Domaine Arnoux-Lachaux,2017,3.9,62,434.27,4.5,3.0,1.0,2.5,nuits-saint-georges,"[(14, 'pinot-noir')]"
Les Ormes Vosne-Romanée,Jacques Cacheux,2019,4.0,333,72.0,4.5,3.0,1.0,2.5,vosne-romanee,"[(14, 'pinot-noir')]"
Crozes-Hermitage,Domaine du Colombier,2022,4.1,549,24.8,3.0,4.0,1.0,3.5,crozes-hermitage,"[(1, 'shiraz-syrah')]"
Merlot,Les Montenay,2024,3.3,183,5.99,4.0,4.0,1.0,4.0,languedoc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Gigondas,Les Olympes (Myriam Nicolas),2017,4.0,94,21.6,3.5,4.0,1.0,3.5,gigondas,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Pomerol,Château l'Évangile,2000,4.5,397,490.0,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
La Germine Côte-Rôtie,Domaine Duclaux,2013,4.1,239,64.44,4.0,4.5,1.0,4.5,cote-rotie,"[(1, 'shiraz-syrah'), (20, 'viognier')]"
Pinot Noir Alsace Bio,Cave de Turckheim,2022,3.7,27,21.07,4.0,2.0,1.0,2.0,alsace,"[(14, 'pinot-noir')]"
Auxey-Duresses,Louis Jadot,2022,4.1,44,29.9,4.0,2.5,1.0,2.0,auxey-duresses,"[(14, 'pinot-noir')]"
Margaux (Grand Cru Classé),Château Rauzan-Ségla,1986,4.4,409,233.0,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pommard 1er Cru Les Rugiens,Nicolas Potel,1993,4.2,62,109.0,4.0,2.5,1.0,2.0,pommard-premier-cru,"[(14, 'pinot-noir')]"
Savigny-lès-Beaune,Jean-Jacques Girard,2023,3.9,1690,34.16,4.0,2.5,1.0,2.0,savigny-les-beaune,"[(14, 'pinot-noir')]"
Chambertin Clos-de-Bèze Grand Cru,Frédéric Magnien,2018,4.4,343,445.18,4.5,3.0,1.0,2.5,chambertin-clos-de-beze,"[(14, 'pinot-noir')]"
Cap Nord Saint-Joseph,Combier,2022,4.1,369,34.69,3.5,4.5,1.0,3.5,saint-joseph,"[(1, 'shiraz-syrah')]"
Beaune 1er Cru 'Clos du Roi',Robert Ampeau et Fils,1990,4.0,174,180.45,4.0,2.5,1.0,2.0,beaune-clos-du-roi,"[(14, 'pinot-noir')]"
Monte Nero Côtes du Roussillon Villages,Domaine Boucabeille,2020,4.2,102,39.6,4.0,4.0,1.0,4.0,cotes-du-roussillon-villages,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Gevrey-Chambertin Vieilles Vignes,Domaine Denis Mortet,2006,4.1,114,253.97,4.5,3.0,1.0,2.5,gevrey-chambertin,"[(14, 'pinot-noir')]"
Côtes de Bourg,Château les Vieilles Tuileries,2019,4.1,42,7.29,4.0,4.0,1.0,4.0,cotes-de-bourg,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Bourgogne Pinot Noir,Domaine Borgeot,2018,3.6,85,22.5,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Monthélie 1er Cru 'Les Duresses',Domaine Paul Garaudet,2019,3.9,243,45.42,4.0,2.5,1.0,2.0,monthelie-les-duresses,"[(14, 'pinot-noir')]"
Côtes de Bordeaux,Château Malagar,2004,3.6,1628,7.9,4.0,4.0,1.0,4.0,cotes-de-bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Chambertin Grand Cru,David Duband,2022,4.3,69,475.0,4.5,3.0,1.0,2.5,chambertin,"[(14, 'pinot-noir')]"
Pauillac de Croizet-Bages,Château Croizet-Bages,2012,3.8,449,44.4,4.5,4.5,1.0,5.0,pauillac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château La Gaffelière,1969,4.2,17936,181.54,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Nuits-St-Georges 'Les Poisets',Hubert Lignier,2021,4.1,159,79.0,4.5,3.0,1.0,2.5,nuits-saint-georges,"[(14, 'pinot-noir')]"
Cuvée Spéciale Grand Vin Châteauneuf-du-Pape,Clos Saint Michel,2023,4.2,465,36.0,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Parfum de Schistes Rouge,Les Crus Faugeres,2022,3.6,2009,8.99,4.0,4.0,1.0,4.0,faugeres,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Mercurey,Domaine du Meix-Foulot,2011,3.8,113,37.1,4.0,2.0,1.0,2.0,mercurey,"[(14, 'pinot-noir')]"
Volnay 1er Cru 'Clos d'Audignac' (Monopole),La Pousse d'Or,2021,4.3,961,113.77,4.0,2.5,1.0,2.0,volnay-clos-de-l-audignac,"[(14, 'pinot-noir')]"
Gigondas,La Bastide Saint Vincent,2019,4.1,178,25.38,3.5,4.0,1.0,3.5,gigondas,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Vosne-Romanée Premier Cru Les Suchots,Domaine de l'Arlot,2022,4.3,1088,259.85,4.5,3.0,1.0,2.5,vosne-romanee-premier-cru,"[(14, 'pinot-noir')]"
Maison Deux Cuvée V Lima Bourgogne Pinot Noir,Domaine Rossignol-Février Père & Fils,2023,4.0,98,33.95,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Chassagne-Montrachet Rouge,Jean-Claude Ramonet,2020,4.2,72,61.67,4.0,2.5,1.0,2.0,chassagne-montrachet,"[(14, 'pinot-noir')]"
Médoc,Château La Gorce,2020,3.9,141,12.95,4.5,4.5,1.0,5.0,medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Les Premières Faugères,Bardi d'Alquier,2020,3.9,36,18.95,4.0,4.0,1.0,4.0,faugeres,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Chateau Guiot Je Sais Qu'on Ne Sait Jamais Rouge,Famille Cornut,2022,3.8,81,14.45,3.5,3.0,1.0,4.0,rhone,Unknown
Châteauneuf-du-Pape,Clos du Caillou,2004,4.1,1346,95.61,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Vieilles Vignes Chassagne-Montrachet Rouge,Domaine Sylvain Morey,2022,4.1,57,44.91,4.0,2.5,1.0,2.0,chassagne-montrachet,"[(14, 'pinot-noir')]"
Nessun Dorma Lirac,Domaine Maby,2014,3.8,148,24.0,3.5,4.0,1.0,3.5,lirac,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
