wine,winery,vintage_year,vintage_rating,vintage_rating_count,price_availability,structure_acidity,structure_intensity,structure_sweetness,structure_tannin,region,grapes
Francs - Côtes de Bordeaux,Château Marsau,2012,3.7,261,19.17,4.0,4.0,1.0,4.0,cotes-de-francs,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Bourgogne Vieilles Vignes de Pinot Noir,Albert Bichot,2023,3.6,12997,30.0,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Le Taillis Merlot,Maison Boiteau,2022,3.8,78,22.0,3.0,3.0,1.0,3.0,charentais,Unknown
Gevrey-Chambertin Premier Cru 'Lavaux Saint-Jacques',Pierre Naigeon,2014,4.3,152,109.0,4.5,3.0,1.0,2.5,gevrey-chambertin-lavaut-st-jacques,"[(14, 'pinot-noir')]"
La Petite Gardette Gigondas,Moulin de la Gardette,2011,3.9,222,54.12,3.5,4.0,1.0,3.5,gigondas,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Les Grands Chaillots Bourgogne,Thibault Liger-Belair,2013,3.7,177,25.78,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Margaux,Château Soussans,2007,3.6,96,47.79,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Fronsac,Château Jeandeman,2018,3.7,305,9.8,3.0,4.0,1.0,3.0,fronsac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Côte de Nuits-Villages,Louis Latour,2019,4.0,188,40.95,4.5,3.0,1.0,2.5,cote-de-nuits-villages,"[(14, 'pinot-noir')]"
Vieilles Vignes Gevrey-Chambertin,Bruno Desaunay Bissey,2021,4.0,248,80.27,4.5,3.0,1.0,2.5,gevrey-chambertin,"[(14, 'pinot-noir')]"
Médoc,Château Potensac,1990,4.0,130,150.06,4.5,4.5,1.0,5.0,medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pommard,Domaine Chanson,2021,4.1,201,59.8,4.0,2.5,1.0,2.0,pommard,"[(14, 'pinot-noir')]"
Margaux (Grand Cru Classé),Château d'Issan,1997,4.2,97,75.46,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pomerol,Château La Grave (Trigant de Boisset),2013,3.9,187,41.85,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Vieilles Vignes Chambolle-Musigny,Hubert Lignier,2017,4.2,50,133.77,4.5,3.0,1.0,2.5,chambolle-musigny,"[(14, 'pinot-noir')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château Fleur Cardinale,2013,4.0,374,56.5,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Moulis-en-Médoc,Château Myon de l'Enclos,2006,3.6,48,25.0,4.0,4.5,1.0,5.0,moulis-en-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château Fombrauge,1988,4.1,53,84.8,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Extra Libre,Château du Cèdre,2022,3.9,41,29.76,4.5,4.5,1.5,4.0,cahors,Unknown
Espérance de Trotanoy Pomerol,Château Trotanoy,2022,4.3,1211,79.0,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Ventoux 'La Source',Château Unang,2021,3.9,319,23.09,3.5,4.0,1.0,3.5,cotes-du-ventoux,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Cornas,Auguste Clape,2021,4.3,25,342.4,3.5,5.0,1.0,3.5,cornas,"[(1, 'shiraz-syrah')]"
Pomerol,Château La Conseillante,2016,4.5,300,225.0,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Joseph Les Pierres Sèches,Yves Cuilleron,2020,4.1,525,14.5,3.5,4.5,1.0,3.5,saint-joseph,"[(1, 'shiraz-syrah')]"
Et Cae-Terra Côtes De Provence,Château Barbanau,2023,3.8,286,18.9,3.0,4.0,1.5,4.0,cotes-de-provence,"[(1, 'shiraz-syrah'), (2, 'cabernet-sauvignon'), (8, 'grenache-noir'), (22, 'mourvedre'), (41, 'carignane'), (583, 'tibouren'), (614, 'cinsaut')]"
Bourgogne Hautes-Côtes de Beaune,Seguin-Manuel,2020,3.6,34,31.95,4.0,2.5,1.0,2.0,hautes-cotes-de-beaune,"[(14, 'pinot-noir')]"
Three Peaks,Domaine Treloar,2018,3.9,72,14.15,4.0,4.0,1.0,4.0,cotes-du-roussillon,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Les Cailloux Blancs Minervois,Château Pepusque,2022,4.1,96,25.0,4.0,4.0,1.0,4.0,minervois,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Red,French Touch,2020,3.7,44,13.11,4.0,4.0,1.0,4.0,languedoc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Pech Petit,Domaine Capelanel,2014,3.6,34,15.9,3.0,4.0,1.0,3.5,cahors,"[(9, 'malbec')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château Grand Mayne,2010,4.2,617,87.52,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Bordeaux,Château le Marin,2019,3.6,303,12.8,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Mercurey,Camille Giroud,2020,4.1,261,47.95,4.0,2.0,1.0,2.0,mercurey,"[(14, 'pinot-noir')]"
Clos de Vougeot Grand Cru,Domaine Tortochot,2019,4.3,279,134.67,4.5,3.0,1.0,2.5,clos-de-vougeot,"[(14, 'pinot-noir')]"
Échezeaux Grand Cru,Domaine Julien,2020,4.4,267,268.02,4.5,3.0,1.0,2.5,echezeaux,"[(14, 'pinot-noir')]"
Coteaux Bourguignons,Domaine Sylvain Morey,2020,3.9,31,25.78,4.0,2.5,1.0,2.0,coteaux-bourguignons,"[(14, 'pinot-noir')]"
Margaux (Grand Cru Classé),Château Boyd-Cantenac,2010,4.3,698,50.0,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Grenache Rouge,Félicette,2023,3.7,27,12.37,2.5,3.5,1.0,3.0,vin-de-pays-doc,"[(8, 'grenache-noir')]"
Le Haut-Médoc de Maucaillou,Les Notables de Maucaillou,2020,3.7,2784,12.0,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pinot Noir,Château La Forchetiere,2023,3.6,363,10.0,3.5,3.0,1.0,4.0,loire-valley,Unknown
Calicem,Calicem,2016,4.4,42,146.1,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Nuits-Saint-Georges 1er Cru 'Les Cailles',Domaine Alain Michelot,2021,4.1,243,118.95,4.5,3.0,1.0,2.5,nuits-saint-georges-les-cailles,"[(14, 'pinot-noir')]"
Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion,1994,4.6,1468,375.0,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Cuvée Antoinette Bandol Rouge,Gros' Noré,2020,4.1,338,49.9,3.0,4.0,1.5,4.0,bandol,"[(1, 'shiraz-syrah'), (2, 'cabernet-sauvignon'), (8, 'grenache-noir'), (22, 'mourvedre'), (41, 'carignane'), (583, 'tibouren'), (614, 'cinsaut')]"
Pommard,Jean Bouchard,1979,3.9,578,94.0,4.0,2.5,1.0,2.0,pommard,"[(14, 'pinot-noir')]"
Volnay 1er Cru 'Santenots du Milieu',François Mikulski,2009,4.3,40,70.9,4.0,2.5,1.0,2.0,volnay-santenots,"[(14, 'pinot-noir')]"
La Balade Montpeyroux,Aurelie Vic,2016,4.0,26,21.82,4.0,4.0,1.0,4.0,montpeyroux,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Pommard 1er Cru 'En Largillière',Domaine Roy Jacquelin,2017,4.3,93,241.65,4.0,2.5,1.0,2.0,en-largilliere,"[(14, 'pinot-noir')]"
Prestige Côtes-du-Rhône,Cellier des Dauphins,2020,3.5,647,9.55,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Faugères,Domaine Binet-Jacquet,2022,4.0,96,22.56,4.0,4.0,1.0,4.0,faugeres,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Sancerre Rouge,Domaine Éric Louis,2020,3.8,40,50.0,4.5,2.5,1.0,2.5,sancerre,"[(3, 'cabernet-franc'), (14, 'pinot-noir'), (80, 'gamay'), (404, 'grolleau')]"
Montagne Saint-Émilion,Château Puynormond,1973,3.8,703,65.0,3.5,4.5,1.0,4.0,montagne-saint-emilion,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
